0,06283;0,13271192
0,12566;0,16323385
0,1885;0,20044567
0,25133;0,24354504
0,31416;0,29177147
0,37699;0,34438336
0,43982;0,40066355
0,50265;0,45991936
0,56549;0,52149236
0,62832;0,5847189
0,69115;0,64898914
0,75398;0,7137079
0,81681;0,7783045
0,87965;0,84224266
0,94248;0,9049801
1,00531;0,9660295
1,06814;1,0249178
1,13097;1,0811963
1,19381;1,1344488
1,25664;1,1842585
1,31947;1,2302586
1,3823;1,2720981
1,44513;1,3094501
1,50796;1,3420126
1,5708;1,3695115
1,63363;1,3916847
1,69646;1,4083076
1,75929;1,4191757
1,82212;1,424109
1,88496;1,4229505
1,94779;1,4155694
2,01062;1,4018589
2,07345;1,3817364
2,13628;1,3551435
2,19911;1,3220465
2,26195;1,2824291
2,32478;1,236319
2,38761;1,1837494
2,45044;1,1247845
2,51327;1,0595123
2,57611;0,98803353
2,63894;0,910508
2,70177;0,82708615
2,7646;0,7379538
2,82743;0,64332116
2,89027;0,5434065
2,9531;0,43850073
3,01593;0,3288717
3,07876;0,21482727
3,14159;0,09669964
3,20442;-0,025154555
3,26726;-0,15037446
3,33009;-0,27851474
3,39292;-0,40916523
3,45575;-0,5418717
3,51858;-0,6761555
3,58142;-0,8115352
3,64425;-0,94744015
3,70708;-1,08334
3,76991;-1,2186584
3,83274;-1,3527949
3,89557;-1,4851242
3,95841;-1,6150175
4,02124;-1,7417593
4,08407;-1,8646723
4,1469;-1,9830337
4,20973;-2,0960965
4,27257;-2,203106
4,3354;-2,3032315
4,39823;-2,3956707
4,46106;-2,479579
4,52389;-2,554087
4,58673;-2,6183105
4,64956;-2,6713111
4,71239;-2,7121577
4,77522;-2,7398837
4,83805;-2,7534974
4,90088;-2,751984
4,96372;-2,7342987
5,02655;-2,699383
5,08938;-2,6461468
5,15221;-2,5734768
5,21504;-2,4802356
5,27788;-2,3652408
5,34071;-2,2273426
5,40354;-2,065314
5,46637;-1,8779196
5,5292;-1,6638998
5,59203;-1,4219707
5,65487;-1,1507784
5,7177;-0,8490763
5,78053;-0,5154662
5,84336;-0,14856674
5,90619;0,25302818
5,96903;0,6908215
6,03186;1,166129
6,09469;1,6804966
6,15752;2,2354279
6,22035;2,8324506
6,28319;3,4732232
