0,00;-2
0,01;-2,00
0,02;-2,00000
0,03;-2,00001
0,04;-2,00004
0,05;-2,00009
0,06;-2,00017
0,07;-2,00028
0,08;-2,00043
0,09;-2,00062
0,10;-2,00086
0,11;-2,00116
0,12;-2,00152
0,13;-2,00195
0,14;-2,00246
0,15;-2,00305
0,16;-2,00373
0,17;-2,00450
0,18;-2,00537
0,19;-2,00634
0,20;-2,00742
0,21;-2,00862
0,22;-2,00994
0,23;-2,01139
0,24;-2,01298
0,25;-2,01471
0,26;-2,01659
0,27;-2,01862
0,28;-2,02081
0,29;-2,02316
0,30;-2,02569
0,31;-2,02839
0,32;-2,03128
0,33;-2,03436
0,34;-2,03763
0,35;-2,04110
0,36;-2,04478
0,37;-2,04868
0,38;-2,05280
0,39;-2,05714
0,40;-2,06171
0,41;-2,06652
0,42;-2,07158
0,43;-2,07689
0,44;-2,08245
0,45;-2,08827
0,46;-2,09436
0,47;-2,10073
0,48;-2,10738
0,49;-2,11431
0,50;-2,12154
0,51;-2,12907
0,52;-2,13690
0,53;-2,14504
0,54;-2,15350
0,55;-2,16228
0,56;-2,17139
0,57;-2,18084
0,58;-2,19063
0,59;-2,20077
0,60;-2,21126
0,61;-2,22211
0,62;-2,23333
0,63;-2,24492
0,64;-2,25689
0,65;-2,26924
0,66;-2,28198
0,67;-2,29512
0,68;-2,30866
0,69;-2,32261
0,70;-2,33698
0,71;-2,35177
0,72;-2,36699
0,73;-2,38264
0,74;-2,39873
0,75;-2,41527
0,76;-2,43226
0,77;-2,44971
0,78;-2,46762
0,79;-2,48600
0,80;-2,50486
0,81;-2,52420
0,82;-2,54403
0,83;-2,56435
0,84;-2,58517
0,85;-2,60650
0,86;-2,62834
0,87;-2,65070
0,88;-2,67359
0,89;-2,69701
0,90;-2,72096
0,91;-2,74546
0,92;-2,77051
0,93;-2,79611
0,94;-2,82227
0,95;-2,84900
0,96;-2,87630
0,97;-2,90418
0,98;-2,93265
0,99;-2,96171
1,00;-2,99137
